2024-08-18 11:51:05,744 INFO    MainThread:88661 [wandb_setup.py:_flush():76] Current SDK version is 0.17.1
2024-08-18 11:51:38,724 INFO    MainThread:88661 [wandb_run.py:_config_callback():1382] config_cb None None {'vocab_size': 32000, 'max_position_embeddings': 2048, 'hidden_size': 2048, 'intermediate_size': 5632, 'num_hidden_layers': 22, 'num_attention_heads': 32, 'num_key_value_heads': 4, 'hidden_act': 'silu', 'initializer_range': 0.02, 'rms_norm_eps': 1e-05, 'pretraining_tp': 1, 'use_cache': True, 'rope_theta': 10000.0, 'rope_scaling': None, 'attention_bias': False, 'attention_dropout': 0.0, 'mlp_bias': False, 'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': 'bfloat16', 'use_bfloat16': False, 'tf_legacy_loss': False, 'pruned_heads': {}, 'tie_word_embeddings': False, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'architectures': ['LlamaForCausalLM'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': 1, 'pad_token_id': 0, 'eos_token_id': 2, 'sep_token_id': None, 'decoder_start_token_id': None, 'task_specific_params': None, 'problem_type': None, '_name_or_path': 'unsloth/tinyllama-bnb-4bit', 'transformers_version': '4.41.2', 'model_type': 'llama', 'quantization_config': {'bnb_4bit_compute_dtype': 'bfloat16', 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'llm_int8_skip_modules': None, 'llm_int8_threshold': 6.0, 'load_in_4bit': True, 'load_in_8bit': False, 'quant_method': 'bitsandbytes'}, 'unsloth_version': '2024.6', 'output_dir': '/cluster/home/pgoyal/main/test/final_predictions', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': True, 'do_predict': False, 'eval_strategy': 'epoch', 'prediction_loss_only': False, 'per_device_train_batch_size': 1, 'per_device_eval_batch_size': 1, 'per_gpu_train_batch_size': None, 'per_gpu_eval_batch_size': None, 'gradient_accumulation_steps': 8, 'eval_accumulation_steps': None, 'eval_delay': 0, 'learning_rate': 0.0002, 'weight_decay': 0.01, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 4, 'max_steps': -1, 'lr_scheduler_type': 'linear', 'lr_scheduler_kwargs': {}, 'warmup_ratio': 0.0, 'warmup_steps': 100, 'log_level': 'passive', 'log_level_replica': 'warning', 'log_on_each_node': True, 'logging_dir': '/cluster/home/pgoyal/main/test/final_predictions/runs/Aug18_11-49-27_eu-g4-004', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 50, 'logging_nan_inf_filter': True, 'save_strategy': 'epoch', 'save_steps': 100, 'save_total_limit': 3, 'save_safetensors': True, 'save_on_each_node': False, 'save_only_model': False, 'restore_callback_states_from_checkpoint': False, 'no_cuda': False, 'use_cpu': False, 'use_mps_device': False, 'seed': 42, 'data_seed': None, 'jit_mode_eval': False, 'use_ipex': False, 'bf16': True, 'fp16': False, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': None, 'local_rank': 0, 'ddp_backend': None, 'tpu_num_cores': None, 'tpu_metrics_debug': False, 'debug': [], 'dataloader_drop_last': False, 'eval_steps': None, 'dataloader_num_workers': 0, 'dataloader_prefetch_factor': None, 'past_index': -1, 'run_name': '/cluster/home/pgoyal/main/test/final_predictions', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': None, 'load_best_model_at_end': True, 'metric_for_best_model': 'accuracy', 'greater_is_better': True, 'ignore_data_skip': False, 'fsdp': [], 'fsdp_min_num_params': 0, 'fsdp_config': {'min_num_params': 0, 'xla': False, 'xla_fsdp_v2': False, 'xla_fsdp_grad_ckpt': False}, 'fsdp_transformer_layer_cls_to_wrap': None, 'accelerator_config': {'split_batches': False, 'dispatch_batches': None, 'even_batches': True, 'use_seedable_sampler': True, 'non_blocking': False, 'gradient_accumulation_kwargs': None}, 'deepspeed': None, 'label_smoothing_factor': 0.0, 'optim': 'adamw_8bit', 'optim_args': None, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': ['wandb'], 'ddp_find_unused_parameters': None, 'ddp_bucket_cap_mb': None, 'ddp_broadcast_buffers': None, 'dataloader_pin_memory': True, 'dataloader_persistent_workers': False, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': None, 'hub_model_id': None, 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'hub_always_push': False, 'gradient_checkpointing': False, 'gradient_checkpointing_kwargs': None, 'include_inputs_for_metrics': False, 'eval_do_concat_batches': True, 'fp16_backend': 'auto', 'evaluation_strategy': None, 'push_to_hub_model_id': None, 'push_to_hub_organization': None, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'torchdynamo': None, 'ray_scope': 'last', 'ddp_timeout': 1800, 'torch_compile': False, 'torch_compile_backend': None, 'torch_compile_mode': None, 'dispatch_batches': None, 'split_batches': None, 'include_tokens_per_second': False, 'include_num_input_tokens_seen': False, 'neftune_noise_alpha': None, 'optim_target_modules': None, 'batch_eval_metrics': False, 'dataset_text_field': 'text', 'packing': True, 'max_seq_length': 1024, 'dataset_num_proc': None, 'dataset_batch_size': 1000, 'model_init_kwargs': None, 'dataset_kwargs': {}, 'eval_packing': None, 'num_of_sequences': 1024, 'chars_per_token': '<CHARS_PER_TOKEN>'}
2024-08-18 11:52:32,479 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:52:32,480 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:53:31,513 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:53:31,516 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:53:31,516 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:53:48,209 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:53:48,211 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:53:48,211 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:53:51,050 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:54:42,583 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:54:42,583 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:55:39,551 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:55:40,062 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:55:40,063 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:55:44,609 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:55:47,593 INFO    MainThread:88661 [wandb_run.py:_config_callback():1382] config_cb None None {'vocab_size': 32000, 'max_position_embeddings': 2048, 'hidden_size': 2048, 'intermediate_size': 5632, 'num_hidden_layers': 22, 'num_attention_heads': 32, 'num_key_value_heads': 4, 'hidden_act': 'silu', 'initializer_range': 0.02, 'rms_norm_eps': 1e-05, 'pretraining_tp': 1, 'use_cache': True, 'rope_theta': 10000.0, 'rope_scaling': None, 'attention_bias': False, 'attention_dropout': 0.0, 'mlp_bias': False, 'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': 'bfloat16', 'use_bfloat16': False, 'tf_legacy_loss': False, 'pruned_heads': {}, 'tie_word_embeddings': False, 'chunk_size_feed_forward': 0, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'suppress_tokens': None, 'begin_suppress_tokens': None, 'architectures': ['LlamaForCausalLM'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1}, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': 1, 'pad_token_id': 0, 'eos_token_id': 2, 'sep_token_id': None, 'decoder_start_token_id': None, 'task_specific_params': None, 'problem_type': None, '_name_or_path': 'unsloth/tinyllama-bnb-4bit', 'transformers_version': '4.41.2', 'model_type': 'llama', 'quantization_config': {'bnb_4bit_compute_dtype': 'bfloat16', 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'llm_int8_skip_modules': None, 'llm_int8_threshold': 6.0, 'load_in_4bit': True, 'load_in_8bit': False, 'quant_method': 'bitsandbytes'}, 'unsloth_version': '2024.6', 'output_dir': '/cluster/home/pgoyal/main/test/final_predictions', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': True, 'do_predict': False, 'eval_strategy': 'epoch', 'prediction_loss_only': False, 'per_device_train_batch_size': 1, 'per_device_eval_batch_size': 1, 'per_gpu_train_batch_size': None, 'per_gpu_eval_batch_size': None, 'gradient_accumulation_steps': 8, 'eval_accumulation_steps': None, 'eval_delay': 0, 'learning_rate': 0.0002, 'weight_decay': 0.01, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 4, 'max_steps': -1, 'lr_scheduler_type': 'linear', 'lr_scheduler_kwargs': {}, 'warmup_ratio': 0.0, 'warmup_steps': 100, 'log_level': 'passive', 'log_level_replica': 'warning', 'log_on_each_node': True, 'logging_dir': '/cluster/home/pgoyal/main/test/final_predictions/runs/Aug18_11-49-27_eu-g4-004', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 50, 'logging_nan_inf_filter': True, 'save_strategy': 'epoch', 'save_steps': 100, 'save_total_limit': 3, 'save_safetensors': True, 'save_on_each_node': False, 'save_only_model': False, 'restore_callback_states_from_checkpoint': False, 'no_cuda': False, 'use_cpu': False, 'use_mps_device': False, 'seed': 42, 'data_seed': None, 'jit_mode_eval': False, 'use_ipex': False, 'bf16': True, 'fp16': False, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': None, 'local_rank': 0, 'ddp_backend': None, 'tpu_num_cores': None, 'tpu_metrics_debug': False, 'debug': [], 'dataloader_drop_last': False, 'eval_steps': None, 'dataloader_num_workers': 0, 'dataloader_prefetch_factor': None, 'past_index': -1, 'run_name': '/cluster/home/pgoyal/main/test/final_predictions', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': None, 'load_best_model_at_end': True, 'metric_for_best_model': 'accuracy', 'greater_is_better': True, 'ignore_data_skip': False, 'fsdp': [], 'fsdp_min_num_params': 0, 'fsdp_config': {'min_num_params': 0, 'xla': False, 'xla_fsdp_v2': False, 'xla_fsdp_grad_ckpt': False}, 'fsdp_transformer_layer_cls_to_wrap': None, 'accelerator_config': {'split_batches': False, 'dispatch_batches': None, 'even_batches': True, 'use_seedable_sampler': True, 'non_blocking': False, 'gradient_accumulation_kwargs': None}, 'deepspeed': None, 'label_smoothing_factor': 0.0, 'optim': 'adamw_8bit', 'optim_args': None, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': ['wandb'], 'ddp_find_unused_parameters': None, 'ddp_bucket_cap_mb': None, 'ddp_broadcast_buffers': None, 'dataloader_pin_memory': True, 'dataloader_persistent_workers': False, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': None, 'hub_model_id': None, 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'hub_always_push': False, 'gradient_checkpointing': False, 'gradient_checkpointing_kwargs': None, 'include_inputs_for_metrics': False, 'eval_do_concat_batches': True, 'fp16_backend': 'auto', 'evaluation_strategy': None, 'push_to_hub_model_id': None, 'push_to_hub_organization': None, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'torchdynamo': None, 'ray_scope': 'last', 'ddp_timeout': 1800, 'torch_compile': False, 'torch_compile_backend': None, 'torch_compile_mode': None, 'dispatch_batches': None, 'split_batches': None, 'include_tokens_per_second': False, 'include_num_input_tokens_seen': False, 'neftune_noise_alpha': None, 'optim_target_modules': None, 'batch_eval_metrics': False, 'dataset_text_field': 'text', 'packing': True, 'max_seq_length': 1024, 'dataset_num_proc': None, 'dataset_batch_size': 1000, 'model_init_kwargs': None, 'dataset_kwargs': {}, 'eval_packing': None, 'num_of_sequences': 1024, 'chars_per_token': '<CHARS_PER_TOKEN>'}
2024-08-18 11:56:37,871 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:56:37,871 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:57:25,680 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:57:25,683 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:57:25,684 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:57:27,574 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:57:27,577 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:57:27,577 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:57:30,866 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:58:24,631 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:58:24,631 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:58:42,135 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:58:42,138 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:58:42,138 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 11:58:45,107 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 11:59:36,191 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 11:59:36,191 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:00:59,460 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:00:59,465 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:00:59,466 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:01:05,100 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:01:05,105 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:01:05,105 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:01:09,725 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:01:09,731 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:01:09,731 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:01:15,179 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:01:15,183 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:01:15,184 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:01:40,857 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:01:40,861 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:01:40,862 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:04:57,758 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:04:57,761 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:04:57,761 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:05:01,061 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:05:01,108 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:05:01,108 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:05:01,359 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
2024-08-18 12:05:01,516 INFO    MainThread:88661 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-08-18 12:05:01,517 INFO    MainThread:88661 [wandb_init.py:_pause_backend():431] pausing backend
2024-08-18 12:05:05,504 INFO    MainThread:88661 [wandb_init.py:_resume_backend():436] resuming backend
